Name,ConversationIdentifier,ExtractedAccuracyScore,IsPrimaryExtensionArtifactPhase2,CalculatedStatus,ExpTransformerIsSyntaxFree
TA11127-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11127-2024-08-07-11127-For our upcoming music st-Trial-,11127,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11128-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11127-2024-08-07-11128-Offline Playback Capabili-Trial-,11127,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10388-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11127-2024-08-07-10388-Voice-Activated Controls:-Trial-,11127,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11129-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11127-2024-08-07-11129-Customizable User Profile-Trial-,11127,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11517-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11130-2024-08-07-11517-Eco-conscious Subscriptio-Trial-,11130,3.000,,Syntax-Locked,0 checked out of 1
TA11130-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11130-2024-08-07-11130-For our upcoming music st-Trial-,11130,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11131-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11130-2024-08-07-11131-Offline Playback Capabili-Trial-,11130,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11516-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11130-2024-08-07-11516-Voice-Activated Controls:-Trial-,11130,3.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11132-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11130-2024-08-07-11132-Customizable User Profile-Trial-,11130,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10403-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11133-2024-08-07-10403-Eco-conscious Subscriptio-Trial-,11133,5.000,,Syntax-Locked,0 checked out of 1
TA11133-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11133-2024-08-07-11133-For our upcoming music st-Trial-,11133,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11134-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11133-2024-08-07-11134-Offline Playback Capabili-Trial-,11133,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10400-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11133-2024-08-07-10400-Voice-Activated Controls:-Trial-,11133,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11518-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11133-2024-08-07-11518-Customizable User Profile-Trial-,11133,3.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11139-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11135-2024-08-07-11139-Eco-conscious Subscriptio-Trial-,11135,4.000,,Syntax-Locked,0 checked out of 1
TA11135-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11135-2024-08-07-11135-For our upcoming music st-Trial-,11135,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11136-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11135-2024-08-07-11136-Offline Playback Capabili-Trial-,11135,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11137-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11135-2024-08-07-11137-Voice-Activated Controls:-Trial-,11135,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11138-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11135-2024-08-07-11138-Customizable User Profile-Trial-,11135,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10415-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11140-2024-08-07-10415-Eco-conscious Subscriptio-Trial-,11140,5.000,,Syntax-Locked,0 checked out of 1
TA11140-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11140-2024-08-07-11140-For our upcoming music st-Trial-,11140,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11141-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11140-2024-08-07-11141-Offline Playback Capabili-Trial-,11140,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10412-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11140-2024-08-07-10412-Voice-Activated Controls:-Trial-,11140,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11142-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11140-2024-08-07-11142-Customizable User Profile-Trial-,11140,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11146-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11143-2024-08-07-11146-Eco-conscious Subscriptio-Trial-,11143,4.000,,Syntax-Locked,0 checked out of 1
TA11143-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11143-2024-08-07-11143-For our upcoming music st-Trial-,11143,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10417-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11143-2024-08-07-10417-Offline Playback Capabili-Trial-,11143,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11144-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11143-2024-08-07-11144-Voice-Activated Controls:-Trial-,11143,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11145-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11143-2024-08-07-11145-Customizable User Profile-Trial-,11143,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11152-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11147-2024-08-07-11152-Eco-conscious Subscriptio-Trial-,11147,4.000,,Syntax-Locked,0 checked out of 1
TA11147-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11147-2024-08-07-11147-For our upcoming music st-Trial-,11147,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11148-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11147-2024-08-07-11148-Offline Playback Capabili-Trial-,11147,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11149-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11147-2024-08-07-11149-Voice-Activated Controls:-Trial-,11147,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11150-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11147-2024-08-07-11150-Customizable User Profile-Trial-,11147,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10432-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11153-2024-08-07-10432-Eco-conscious Subscriptio-Trial-,11153,5.000,,Syntax-Locked,0 checked out of 1
TA11153-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11153-2024-08-07-11153-For our upcoming music st-Trial-,11153,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11154-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11153-2024-08-07-11154-Offline Playback Capabili-Trial-,11153,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10429-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11153-2024-08-07-10429-Voice-Activated Controls:-Trial-,11153,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11155-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11153-2024-08-07-11155-Customizable User Profile-Trial-,11153,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10438-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11156-2024-08-07-10438-Eco-conscious Subscriptio-Trial-,11156,5.000,,Syntax-Locked,0 checked out of 1
TA11156-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11156-2024-08-07-11156-For our upcoming music st-Trial-,11156,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11157-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11156-2024-08-07-11157-Offline Playback Capabili-Trial-,11156,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10435-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11156-2024-08-07-10435-Voice-Activated Controls:-Trial-,11156,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11158-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11156-2024-08-07-11158-Customizable User Profile-Trial-,11156,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11162-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11159-2024-08-07-11162-Eco-conscious Subscriptio-Trial-,11159,4.000,,Syntax-Locked,0 checked out of 1
TA11159-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11159-2024-08-07-11159-For our upcoming music st-Trial-,11159,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11160-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11159-2024-08-07-11160-Offline Playback Capabili-Trial-,11159,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11161-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11159-2024-08-07-11161-Voice-Activated Controls:-Trial-,11159,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11519-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11159-2024-08-07-11519-Customizable User Profile-Trial-,11159,3.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11165-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11163-2024-08-07-11165-Eco-conscious Subscriptio-Trial-,11163,4.000,,Syntax-Locked,0 checked out of 1
TA11163-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11163-2024-08-07-11163-For our upcoming music st-Trial-,11163,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10445-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11163-2024-08-07-10445-Offline Playback Capabili-Trial-,11163,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10448-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11163-2024-08-07-10448-Voice-Activated Controls:-Trial-,11163,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11164-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11163-2024-08-07-11164-Customizable User Profile-Trial-,11163,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10458-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11166-2024-08-07-10458-Eco-conscious Subscriptio-Trial-,11166,5.000,,Syntax-Locked,0 checked out of 1
TA11166-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11166-2024-08-07-11166-For our upcoming music st-Trial-,11166,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10452-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11166-2024-08-07-10452-Offline Playback Capabili-Trial-,11166,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10455-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11166-2024-08-07-10455-Voice-Activated Controls:-Trial-,11166,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11167-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11166-2024-08-07-11167-Customizable User Profile-Trial-,11166,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11171-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11168-2024-08-07-11171-Eco-conscious Subscriptio-Trial-,11168,4.000,,Syntax-Locked,0 checked out of 1
TA11168-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11168-2024-08-07-11168-For our upcoming music st-Trial-,11168,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11169-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11168-2024-08-07-11169-Offline Playback Capabili-Trial-,11168,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10462-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11168-2024-08-07-10462-Voice-Activated Controls:-Trial-,11168,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11170-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11168-2024-08-07-11170-Customizable User Profile-Trial-,11168,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11176-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11172-2024-08-07-11176-Eco-conscious Subscriptio-Trial-,11172,4.000,,Syntax-Locked,0 checked out of 1
TA11172-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11172-2024-08-07-11172-For our upcoming music st-Trial-,11172,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11173-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11172-2024-08-07-11173-Offline Playback Capabili-Trial-,11172,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11174-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11172-2024-08-07-11174-Voice-Activated Controls:-Trial-,11172,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11175-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11172-2024-08-07-11175-Customizable User Profile-Trial-,11172,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11183-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11180-2024-08-07-11183-Eco-conscious Subscriptio-Trial-,11180,4.000,,Syntax-Locked,0 checked out of 1
TA11180-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11180-2024-08-07-11180-For our upcoming music st-Trial-,11180,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11181-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11180-2024-08-07-11181-Offline Playback Capabili-Trial-,11180,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10479-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11180-2024-08-07-10479-Voice-Activated Controls:-Trial-,11180,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11182-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11180-2024-08-07-11182-Customizable User Profile-Trial-,11180,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11187-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11184-2024-08-07-11187-Eco-conscious Subscriptio-Trial-,11184,4.000,,Syntax-Locked,0 checked out of 1
TA11184-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11184-2024-08-07-11184-For our upcoming music st-Trial-,11184,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11185-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11184-2024-08-07-11185-Offline Playback Capabili-Trial-,11184,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10485-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11184-2024-08-07-10485-Voice-Activated Controls:-Trial-,11184,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11186-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11184-2024-08-07-11186-Customizable User Profile-Trial-,11184,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11191-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11188-2024-08-07-11191-Eco-conscious Subscriptio-Trial-,11188,4.000,,Syntax-Locked,0 checked out of 1
TA11188-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11188-2024-08-07-11188-For our upcoming music st-Trial-,11188,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11189-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11188-2024-08-07-11189-Offline Playback Capabili-Trial-,11188,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10491-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11188-2024-08-07-10491-Voice-Activated Controls:-Trial-,11188,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11190-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11188-2024-08-07-11190-Customizable User Profile-Trial-,11188,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11196-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11192-2024-08-07-11196-Eco-conscious Subscriptio-Trial-,11192,4.000,,Syntax-Locked,0 checked out of 1
TA11192-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11192-2024-08-07-11192-For our upcoming music st-Trial-,11192,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11193-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11192-2024-08-07-11193-Offline Playback Capabili-Trial-,11192,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11194-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11192-2024-08-07-11194-Voice-Activated Controls:-Trial-,11192,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11195-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11192-2024-08-07-11195-Customizable User Profile-Trial-,11192,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11200-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11197-2024-08-07-11200-Eco-conscious Subscriptio-Trial-,11197,4.000,,Syntax-Locked,0 checked out of 1
TA11197-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11197-2024-08-07-11197-For our upcoming music st-Trial-,11197,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10500-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11197-2024-08-07-10500-Offline Playback Capabili-Trial-,11197,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11198-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11197-2024-08-07-11198-Voice-Activated Controls:-Trial-,11197,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11199-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11197-2024-08-07-11199-Customizable User Profile-Trial-,11197,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10511-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11201-2024-08-07-10511-Eco-conscious Subscriptio-Trial-,11201,5.000,,Syntax-Locked,0 checked out of 1
TA11201-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11201-2024-08-07-11201-For our upcoming music st-Trial-,11201,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11202-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11201-2024-08-07-11202-Offline Playback Capabili-Trial-,11201,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11203-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11201-2024-08-07-11203-Voice-Activated Controls:-Trial-,11201,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10509-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11201-2024-08-07-10509-Customizable User Profile-Trial-,11201,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10519-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11204-2024-08-07-10519-Eco-conscious Subscriptio-Trial-,11204,5.000,,Syntax-Locked,0 checked out of 1
TA11204-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11204-2024-08-07-11204-For our upcoming music st-Trial-,11204,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10513-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11204-2024-08-07-10513-Offline Playback Capabili-Trial-,11204,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10516-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11204-2024-08-07-10516-Voice-Activated Controls:-Trial-,11204,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11205-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11204-2024-08-07-11205-Customizable User Profile-Trial-,11204,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11209-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11206-2024-08-07-11209-Eco-conscious Subscriptio-Trial-,11206,4.000,,Syntax-Locked,0 checked out of 1
TA11206-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11206-2024-08-07-11206-For our upcoming music st-Trial-,11206,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11207-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11206-2024-08-07-11207-Offline Playback Capabili-Trial-,11206,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10523-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11206-2024-08-07-10523-Voice-Activated Controls:-Trial-,11206,5.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11208-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11206-2024-08-07-11208-Customizable User Profile-Trial-,11206,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11214-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11210-2024-08-07-11214-Eco-conscious Subscriptio-Trial-,11210,4.000,,Syntax-Locked,0 checked out of 1
TA11210-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11210-2024-08-07-11210-For our upcoming music st-Trial-,11210,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11211-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11210-2024-08-07-11211-Offline Playback Capabili-Trial-,11210,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11212-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11210-2024-08-07-11212-Voice-Activated Controls:-Trial-,11210,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11213-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11210-2024-08-07-11213-Customizable User Profile-Trial-,11210,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11219-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11215-2024-08-07-11219-Eco-conscious Subscriptio-Trial-,11215,4.000,,Syntax-Locked,0 checked out of 1
TA11215-GT1190-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-11215-2024-08-07-11215-For our upcoming music st-Trial-,11215,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11216-GT1191-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-11215-2024-08-07-11216-Offline Playback Capabili-Trial-,11215,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11217-GT1204-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-11215-2024-08-07-11217-Voice-Activated Controls:-Trial-,11215,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA11218-GT1205-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-11215-2024-08-07-11218-Customizable User Profile-Trial-,11215,4.000,0 checked out of 1,Syntax-Locked,0 checked out of 1
TA10542-GT1206-LOCKED-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-11220-2024-08-07-10542-Eco-conscious Subscriptio-Trial-,11220,5.000,,Syntax-Locked,0 checked out of 1
